run	Gbp	taxon_name	isolation_source
SRR13873297	0.951	Klebsiella aerogenes	blood
SRR13873298	1.264	Klebsiella pneumoniae	URINARY
SRR13873299	1.145	Klebsiella pneumoniae	blood
SRR13873300	1.12	Klebsiella aerogenes	blood
SRR13873301	1.139	Klebsiella pneumoniae	URINARY
SRR13873302	1.207	Klebsiella pneumoniae	GASTROINTESTINAL
SRR13873303	1.116	Klebsiella pneumoniae	GASTROINTESTINAL
SRR13873304	1.431	Klebsiella pneumoniae	URINARY
SRR13873305	1.321	Klebsiella pneumoniae	wound
SRR13873306	2.145	Klebsiella pneumoniae	GASTROINTESTINAL
SRR13873307	2.635	Klebsiella pneumoniae	URINARY
SRR13873308	1.26	Klebsiella pneumoniae	GASTROINTESTINAL
SRR13873309	1.064	Klebsiella pneumoniae	GASTROINTESTINAL
SRR13873310	1.452	Klebsiella pneumoniae	wound
SRR13873311	1.138	Klebsiella quasipneumoniae	GASTROINTESTINAL
SRR13873312	1.101	Klebsiella pneumoniae	wound
SRR13873313	1.014	Klebsiella pneumoniae	URINARY
SRR13873315	1.131	Klebsiella pneumoniae	URINARY
SRR13873316	1.019	Klebsiella pneumoniae	URINARY
SRR13873317	0.923	Klebsiella pneumoniae	blood
SRR13873318	2.14	Klebsiella pneumoniae	wound
SRR13873319	1.293	Klebsiella pneumoniae	URINARY
SRR13873320	1.163	Klebsiella aerogenes	wound
SRR13873322	1.185	Klebsiella pneumoniae	URINARY
SRR13873323	1.368	Klebsiella pneumoniae	URINARY
SRR13873324	1.652	Klebsiella pneumoniae	respiratory
SRR13873325	1.533	Klebsiella aerogenes	wound
SRR13873326	1.025	Klebsiella aerogenes	respiratory
SRR13873327	1.312	Klebsiella pneumoniae	blood
SRR13873328	1.308	Klebsiella pneumoniae	URINARY
SRR13873329	1.343	Klebsiella pneumoniae	GASTROINTESTINAL
SRR13873330	2.352	Klebsiella pneumoniae	blood
SRR13873331	1.562	Klebsiella pneumoniae	URINARY
SRR13873332	1.17	Klebsiella quasipneumoniae	respiratory
SRR13873333	1.078	Klebsiella aerogenes	URINARY
SRR13873334	1.299	Klebsiella pneumoniae	URINARY
SRR13873335	1.231	Klebsiella pneumoniae	URINARY
SRR13873337	1.266	Klebsiella quasipneumoniae	URINARY
SRR13873338	1.367	Klebsiella aerogenes	URINARY
SRR13873339	1.043	Klebsiella pneumoniae	URINARY
SRR13873340	1.28	Klebsiella pneumoniae	URINARY
SRR13873341	2.297	Klebsiella aerogenes	GASTROINTESTINAL
SRR13873342	1.28	Klebsiella pneumoniae	URINARY
SRR13873343	1.0	Klebsiella pneumoniae	URINARY
SRR13873344	1.493	Klebsiella pneumoniae	URINARY
SRR13873345	1.167	Klebsiella pneumoniae	URINARY
SRR13873346	1.333	Klebsiella pneumoniae	URINARY
SRR13873347	1.468	Klebsiella pneumoniae	URINARY
SRR13873349	1.191	Klebsiella pneumoniae	URINARY
SRR13873350	2.361	Klebsiella quasipneumoniae subsp. similipneumoniae	blood
SRR13873351	2.645	Klebsiella pneumoniae	blood
SRR13873352	2.125	Klebsiella pneumoniae	wound
SRR13873353	1.437	Klebsiella pneumoniae	URINARY
SRR13873354	2.362	Klebsiella pneumoniae	URINARY
SRR13873355	2.372	Klebsiella pneumoniae	blood
SRR13873356	2.277	Klebsiella pneumoniae	GENITAL
SRR13873357	1.506	Klebsiella pneumoniae	URINARY
SRR13873358	1.604	Klebsiella pneumoniae	URINARY
SRR13873359	2.407	Klebsiella pneumoniae	URINARY
SRR13873360	1.859	Klebsiella pneumoniae	blood
SRR13873361	2.504	Klebsiella aerogenes	GASTROINTESTINAL
SRR13873362	2.338	Klebsiella pneumoniae	URINARY
SRR13873363	2.133	Klebsiella pneumoniae	wound
SRR13873364	2.161	Klebsiella pneumoniae	GASTROINTESTINAL
SRR13873365	2.234	Klebsiella quasipneumoniae subsp. quasipneumoniae	wound
SRR13873366	1.965	Klebsiella pneumoniae	URINARY
SRR13873367	1.932	Klebsiella pneumoniae	blood
SRR13873368	1.96	Klebsiella pneumoniae	blood
SRR13873369	2.311	Klebsiella pneumoniae	wound
SRR13873371	2.206	Klebsiella aerogenes	GENITAL
SRR13873372	1.585	Klebsiella pneumoniae	URINARY
SRR13873373	2.159	Klebsiella pneumoniae	URINARY
SRR13873374	2.245	Klebsiella pneumoniae	RECTAL
SRR13873375	2.288	Klebsiella pneumoniae	blood
SRR13873376	1.517	Klebsiella pneumoniae	URINARY
SRR13873377	2.38	Klebsiella quasipneumoniae subsp. similipneumoniae	blood
SRR13873378	2.353	Klebsiella pneumoniae	blood
SRR13873380	2.206	Klebsiella pneumoniae	blood
SRR13873381	2.133	Klebsiella pneumoniae	GASTROINTESTINAL
SRR13873382	1.449	Klebsiella pneumoniae	URINARY
SRR13873383	2.139	Klebsiella pneumoniae	respiratory
SRR13873384	1.04	Klebsiella pneumoniae	blood
SRR13873385	1.126	Klebsiella pneumoniae	RECTAL
SRR13873386	0.944	Klebsiella quasipneumoniae	RECTAL
SRR13873387	1.064	Klebsiella quasipneumoniae	RECTAL
SRR13873388	1.322	Klebsiella pneumoniae	RECTAL
SRR13873389	1.194	Klebsiella quasipneumoniae	RECTAL
SRR13873390	2.196	Klebsiella pneumoniae	URINARY
SRR13873391	1.234	Klebsiella quasipneumoniae subsp. quasipneumoniae	RECTAL
SRR13873392	0.99	Klebsiella pneumoniae	URINARY
SRR13873393	1.171	Klebsiella quasipneumoniae	blood
SRR13873394	0.942	Klebsiella quasipneumoniae	RECTAL
SRR13873395	1.12	Klebsiella quasipneumoniae	RECTAL
SRR13873396	1.282	Klebsiella quasipneumoniae	RECTAL
SRR13873398	0.994	Klebsiella aerogenes	GASTROINTESTINAL
SRR13873399	1.058	Klebsiella pneumoniae	URINARY
SRR13873400	1.255	Klebsiella pneumoniae	URINARY
SRR13873401	2.633	Klebsiella pneumoniae	blood
SRR13873402	1.102	Klebsiella pneumoniae	blood
SRR13873403	1.169	Klebsiella quasipneumoniae subsp. quasipneumoniae	RECTAL
SRR13873404	1.179	Klebsiella pneumoniae	URINARY
SRR13873405	0.966	Klebsiella pneumoniae	URINARY
SRR13873406	0.983	Klebsiella pneumoniae	URINARY
SRR13873407	1.051	Klebsiella pneumoniae	wound
SRR13873408	1.279	Klebsiella quasipneumoniae	RECTAL
SRR13873409	1.011	Klebsiella pneumoniae	URINARY
SRR13873410	1.514	Klebsiella pneumoniae	RECTAL
SRR13873411	1.055	Klebsiella pneumoniae	RECTAL
SRR13873412	2.618	Klebsiella pneumoniae	URINARY
SRR13873413	1.159	Klebsiella pneumoniae	RECTAL
SRR13873414	0.996	Klebsiella variicola subsp. variicola	RECTAL
SRR13873415	1.087	Klebsiella pneumoniae	RECTAL
SRR13873416	2.225	Klebsiella pneumoniae	wound
SRR13873417	1.283	Klebsiella pneumoniae	URINARY
SRR13873418	2.195	Klebsiella pneumoniae	respiratory
SRR13873419	2.945	Klebsiella pneumoniae	blood
SRR14075732	1.327	Klebsiella pneumoniae	rectal
SRR15021487	1.697	Klebsiella pneumoniae	respiratory
SRR15144441	2.193	Enterobacter cloacae	wound
SRR15144442	1.204	Enterobacter cloacae complex sp. 201511610M	wound
SRR15144443	2.72	Enterobacter cloacae	respiratory
SRR15144444	2.354	Enterobacter cloacae	blood
SRR15144445	1.119	Enterobacter cloacae complex sp. 201538021B	blood
SRR15144446	1.218	Enterobacter cloacae complex sp. 20159923M	wound
SRR15144447	1.178	Enterobacter cloacae complex sp. 201519571U	URINARY
SRR15144448	2.369	Escherichia coli	GASTROINTESTINAL
SRR15144449	2.18	Escherichia coli	wound
SRR15144450	1.297	Escherichia coli	respiratory
SRR15144451	1.283	Escherichia coli	respiratory
SRR15144452	1.19	Enterobacter cloacae complex sp. 20158424R	respiratory
SRR15144453	1.202	Enterobacter cloacae complex sp. 20158345R	respiratory
SRR15144454	1.244	Escherichia coli	wound
SRR15144455	1.312	Escherichia coli	GASTROINTESTINAL
SRR15144456	1.01	Enterobacter cloacae complex sp. 201512373M	GASTROINTESTINAL
SRR15144457	2.679	Escherichia coli	GASTROINTESTINAL
SRR15144458	2.355	Enterobacter cloacae	wound
SRR15212545	1.932	Klebsiella variicola subsp. variicola	blood
SRR15683971	1.57	Klebsiella pneumoniae	blood
SRR15683972	2.155	Klebsiella pneumoniae	wound
SRR15683973	1.736	Klebsiella pneumoniae	respiratory
SRR15683974	1.655	Klebsiella pneumoniae	gastrointestinal
SRR15683975	1.7	Klebsiella pneumoniae	respiratory
SRR15683976	1.534	Klebsiella pneumoniae	wound
SRR15683977	1.806	Klebsiella pneumoniae	respiratory
SRR15683978	1.657	Klebsiella pneumoniae	URINARY
SRR16213573	2.214	Klebsiella pneumoniae	respiratory
SRR16213574	2.217	Klebsiella pneumoniae	respiratory
SRR16213575	2.036	Klebsiella pneumoniae	respiratory
SRR16213576	2.537	Klebsiella pneumoniae	respiratory
SRR17519753	2.386	Enterobacter cloacae	wound
SRR17519754	1.148	Enterobacter cloacae complex sp. 201341508U	URINARY
SRR17519755	0.387	Enterobacter cloacae complex sp. 201352719B	blood
SRR17519756	1.676	Enterobacter cloacae complex sp. 201313410M	wound
SRR17519757	1.124	Enterobacter cloacae	urine
SRR17519758	0.4	Enterobacter cloacae complex sp. 20119800M	wound
SRR18440448	2.292	Klebsiella pneumoniae	respiratory
SRR18440449	2.018	Klebsiella pneumoniae	URINARY
SRR18440450	2.165	Klebsiella pneumoniae	blood
SRR18440451	2.331	Klebsiella pneumoniae	GASTROINTESTINAL/ABDOMINAL
SRR18440452	2.159	Klebsiella pneumoniae	RECTAL
SRR18440453	2.293	Klebsiella pneumoniae	respiratory
SRR18440454	2.219	Klebsiella quasipneumoniae	RECTAL
SRR18440455	2.216	Klebsiella pneumoniae	URINARY
SRR18440456	0.947	Klebsiella pneumoniae	respiratory
SRR18440457	0.956	Klebsiella pneumoniae	wound
SRR18440458	1.529	Klebsiella quasipneumoniae subsp. similipneumoniae	URINARY
SRR18440459	0.969	Klebsiella pneumoniae	respiratory
SRR18440460	0.949	Klebsiella pneumoniae	wound
SRR18440461	1.274	Klebsiella pneumoniae	respiratory
SRR18440462	1.098	Klebsiella pneumoniae	URINARY
SRR18440463	1.202	Klebsiella pneumoniae	respiratory
SRR18440464	1.057	Klebsiella pneumoniae	respiratory
SRR18440465	1.189	Klebsiella pneumoniae	bone
SRR18440466	1.248	Klebsiella pneumoniae	respiratory
SRR18440467	1.888	Klebsiella pneumoniae	RECTAL
SRR18440468	1.52	Klebsiella pneumoniae	blood
SRR18440469	2.078	Klebsiella pneumoniae	RECTAL
SRR18440470	1.427	Klebsiella pneumoniae	OTHERS
SRR18440471	1.629	Klebsiella quasipneumoniae subsp. similipneumoniae	blood
SRR18440472	1.234	Klebsiella pneumoniae	bone
SRR18440473	1.08	Klebsiella pneumoniae	bone
SRR18440474	1.787	Klebsiella pneumoniae	respiratory
SRR18440475	1.014	Klebsiella pneumoniae	blood
SRR18440476	1.78	Klebsiella pneumoniae	RECTAL
SRR18440477	1.747	Klebsiella pneumoniae	respiratory
SRR18440478	1.875	Klebsiella pneumoniae	wound
SRR18440479	2.309	Klebsiella pneumoniae	URINARY
SRR18440480	1.753	Klebsiella pneumoniae	bone
SRR18440481	1.751	Klebsiella pneumoniae	respiratory
SRR18440482	1.517	Klebsiella pneumoniae	respiratory
SRR18440483	1.594	Klebsiella pneumoniae	RECTAL
SRR18440484	1.544	Klebsiella pneumoniae	RECTAL
SRR18440485	1.834	Klebsiella pneumoniae	GASTROINTESTINAL/ABDOMINAL
SRR18440486	1.946	Klebsiella pneumoniae	RECTAL
SRR18440487	1.709	Klebsiella pneumoniae	blood
SRR18440488	1.832	Klebsiella pneumoniae	RECTAL
SRR18440489	1.82	Klebsiella pneumoniae	RECTAL
SRR18440490	1.505	Klebsiella pneumoniae	RECTAL
SRR18440491	1.379	Klebsiella pneumoniae	URINARY
SRR18440492	1.535	Klebsiella pneumoniae	blood
SRR18440493	2.368	Klebsiella pneumoniae	RECTAL
SRR18440494	2.053	Klebsiella pneumoniae	RECTAL
SRR18440495	1.742	Klebsiella pneumoniae	respiratory
SRR18440496	1.675	Klebsiella pneumoniae	URINARY
SRR18440497	1.047	Klebsiella pneumoniae	blood
SRR18440498	1.119	Klebsiella pneumoniae	blood
SRR18440499	1.002	Klebsiella pneumoniae	blood
SRR18440500	0.999	Klebsiella pneumoniae	blood
SRR18440501	1.352	Klebsiella pneumoniae	OTHERS
SRR18440502	1.031	Klebsiella pneumoniae	blood
SRR18440503	1.04	Klebsiella pneumoniae	blood
SRR18440504	0.923	Klebsiella pneumoniae	respiratory
SRR18440505	1.099	Klebsiella pneumoniae	URINARY
SRR18440506	1.099	Klebsiella pneumoniae	blood
SRR18440507	1.122	Klebsiella pneumoniae	GASTROINTESTINAL/ABDOMINAL
SRR18440508	0.358	Klebsiella pneumoniae	OTHERS
SRR18440509	0.409	Klebsiella pneumoniae	blood
SRR18440510	1.569	Klebsiella pneumoniae	blood
SRR18440511	1.581	Klebsiella pneumoniae	GASTROINTESTINAL/ABDOMINAL
SRR18440512	1.682	Klebsiella pneumoniae	respiratory
SRR18440513	1.598	Klebsiella pneumoniae	GASTROINTESTINAL/ABDOMINAL
SRR18440514	1.652	Klebsiella pneumoniae	URINARY
SRR18440515	1.743	Klebsiella pneumoniae	blood
SRR18440516	1.326	Klebsiella pneumoniae	blood
SRR18440517	1.49	Klebsiella pneumoniae	OTHERS
SRR18440518	1.842	Klebsiella pneumoniae	blood
SRR18440519	1.936	Klebsiella pneumoniae	respiratory
SRR18440520	1.044	Klebsiella variicola subsp. variicola	RECTAL
SRR18440521	1.191	Klebsiella quasipneumoniae subsp. similipneumoniae	OTHERS
SRR18440522	1.209	Klebsiella pneumoniae	URINARY
SRR18440523	1.444	Klebsiella pneumoniae	GASTROINTESTINAL/ABDOMINAL
SRR18440524	1.002	Klebsiella variicola subsp. variicola	RECTAL
SRR18440525	1.33	Klebsiella pneumoniae	GASTROINTESTINAL/ABDOMINAL
SRR18440526	0.992	Klebsiella pneumoniae	blood
SRR18440527	1.238	Klebsiella pneumoniae	blood
SRR18440528	1.227	Klebsiella pneumoniae	blood
SRR18440529	1.729	Klebsiella pneumoniae	URINARY
SRR18440530	1.584	Klebsiella pneumoniae	URINARY
SRR18440531	2.064	Klebsiella pneumoniae	GASTROINTESTINAL/ABDOMINAL
SRR18440532	1.971	Klebsiella variicola subsp. variicola	RECTAL
SRR18440533	1.816	Klebsiella pneumoniae	RECTAL
SRR18440534	2.07	Klebsiella pneumoniae	RECTAL
SRR18440535	1.369	Klebsiella pneumoniae	blood
SRR18440536	2.237	Klebsiella quasipneumoniae subsp. similipneumoniae	RECTAL
SRR18440537	1.985	Klebsiella pneumoniae	GASTROINTESTINAL/ABDOMINAL
SRR18440538	2.289	Klebsiella quasipneumoniae subsp. similipneumoniae	RECTAL
SRR18440539	1.978	Klebsiella quasipneumoniae subsp. similipneumoniae	RECTAL
SRR18440540	1.757	Klebsiella pneumoniae	wound
SRR18440541	1.669	Klebsiella pneumoniae	respiratory
SRR18440542	1.903	Klebsiella pneumoniae	respiratory
SRR18440543	1.041	Klebsiella pneumoniae	URINARY
SRR18440544	2.48	Klebsiella pneumoniae	bone
SRR18440545	2.341	Klebsiella quasipneumoniae subsp. similipneumoniae	URINARY
SRR18440546	2.364	Klebsiella pneumoniae	wound
SRR18440547	2.664	Klebsiella pneumoniae	wound
SRR18440548	2.204	Klebsiella pneumoniae	bone
SRR18440549	2.348	Klebsiella pneumoniae	blood
SRR18440550	1.972	Klebsiella pneumoniae	RECTAL
SRR18440551	1.37	Klebsiella pneumoniae	URINARY
SRR18440552	2.222	Klebsiella pneumoniae	respiratory
SRR18440553	2.188	Klebsiella pneumoniae	blood
SRR18440554	2.075	Klebsiella pneumoniae	blood
SRR18440555	2.38	Klebsiella pneumoniae	blood
SRR18440556	2.466	Klebsiella pneumoniae	wound
SRR18440557	2.139	Klebsiella quasipneumoniae subsp. quasipneumoniae	blood
SRR18440558	2.352	Klebsiella pneumoniae	blood
SRR18440559	2.417	Klebsiella pneumoniae	blood
SRR18440560	2.081	Klebsiella pneumoniae	blood
SRR18440561	2.302	Klebsiella pneumoniae	GASTROINTESTINAL/ABDOMINAL
SRR18440562	1.49	Klebsiella pneumoniae	wound
SRR18440563	1.721	Klebsiella pneumoniae	respiratory
SRR18440564	1.669	Klebsiella pneumoniae	OTHERS
SRR18474748	2.409	Klebsiella pneumoniae	GASTROINTESTINAL
SRR24679938	1.078	Escherichia coli	URINARY
SRR24679939	2.095	Escherichia coli	GASTROINTESTINAL/ABDOMINAL
SRR24679940	2.618	Escherichia coli	blood
SRR24679941	1.95	Enterobacter kobei	RECTAL
SRR24679942	1.183	Enterobacter hormaechei	SKIN/SOFT TISSUE
SRR24679943	1.297	Enterobacter cloacae	respiratory
SRR24679944	2.557	Enterobacter hormaechei	OTHERS
SRR24679945	1.178	Enterobacter kobei	GASTROINTESTINAL/ABDOMINAL
SRR24679946	2.413	Escherichia coli	blood
SRR24679947	2.458	Enterobacter cloacae	respiratory
SRR24679948	2.345	Enterobacter bugandensis	URINARY
SRR24679949	2.15	Enterobacter bugandensis	RECTAL
SRR24679950	2.224	Escherichia coli	blood
SRR24679951	2.131	Enterobacter bugandensis	RECTAL
SRR24679952	2.021	Escherichia coli	RECTAL
SRR24679953	2.347	Enterobacter kobei	URINARY
SRR24679954	2.264	Enterobacter hormaechei	GASTROINTESTINAL/ABDOMINAL
SRR24679955	0.413	Enterobacter hormaechei	OTHERS
SRR24679956	2.103	Enterobacter bugandensis	respiratory
SRR24679957	1.087	Enterobacter kobei	URINARY
SRR24679958	1.496	Escherichia coli	URINARY
SRR24679959	2.609	Enterobacter hormaechei	URINARY
SRR24679960	2.132	Enterobacter hormaechei	blood
SRR24679961	1.127	Enterobacter hormaechei	OTHERS
SRR24679962	2.249	Escherichia coli	URINARY
SRR24679963	1.215	Escherichia coli	URINARY
SRR24679964	1.667	Escherichia coli	RECTAL
SRR24679965	2.208	Escherichia coli	GASTROINTESTINAL/ABDOMINAL
SRR24679966	2.346	Enterobacter hormaechei	URINARY
SRR24679967	1.748	Escherichia coli	RECTAL
SRR24679968	1.495	Escherichia coli	RECTAL
SRR24679969	2.279	Escherichia coli	blood
SRR24679970	1.691	Escherichia coli	RECTAL
SRR24679971	1.117	Enterobacter kobei	OTHERS
SRR24679972	1.796	Enterobacter kobei	blood
SRR24679973	1.108	Enterobacter roggenkampii	GASTROINTESTINAL/ABDOMINAL
SRR24679974	2.016	Enterobacter hormaechei	blood
SRR24679975	1.286	Escherichia coli	URINARY
SRR24679976	1.676	Escherichia coli	RECTAL
SRR24679977	1.04	Enterobacter kobei	GASTROINTESTINAL/ABDOMINAL
SRR24679978	1.113	Escherichia coli	URINARY
SRR24679979	1.067	Escherichia coli	GASTROINTESTINAL/ABDOMINAL
SRR24679980	0.426	Enterobacter hormaechei	blood
SRR24679981	1.956	Enterobacter asburiae	blood
SRR24679982	1.782	Escherichia coli	RECTAL
SRR24679983	1.158	Escherichia coli	GASTROINTESTINAL/ABDOMINAL
SRR24679984	1.494	Escherichia coli	URINARY
SRR24679985	0.372	Escherichia coli	URINARY
SRR24679986	2.168	Escherichia coli	GASTROINTESTINAL/ABDOMINAL
SRR24679987	2.242	Citrobacter freundii	GASTROINTESTINAL/ABDOMINAL
SRR24679988	1.458	Enterobacter asburiae	URINARY
SRR24679989	0.424	Enterobacter kobei	RECTAL
SRR24679990	2.398	Escherichia coli	GASTROINTESTINAL/ABDOMINAL
SRR24679991	1.925	Enterobacter hormaechei	blood
SRR24679992	0.345	Escherichia coli	blood
SRR24679993	0.927	Escherichia coli	URINARY
SRR24679994	2.606	Escherichia coli	blood
SRR24679995	0.497	Escherichia coli	URINARY
SRR24679996	1.164	Escherichia coli	URINARY
SRR24679997	1.683	Escherichia coli	blood
SRR24679998	1.178	Escherichia coli	OTHERS
SRR24679999	1.848	Citrobacter freundii	GASTROINTESTINAL/ABDOMINAL
SRR24680000	2.448	Enterobacter cloacae	URINARY
SRR24680001	1.501	Enterobacter hormaechei	URINARY
SRR24680002	1.188	Enterobacter kobei	blood
SRR24680003	0.394	Escherichia coli	URINARY
SRR24680004	1.089	Enterobacter hormaechei	wound
SRR24680005	0.521	Escherichia coli	URINARY
SRR24680006	2.11	Citrobacter freundii	SKIN/SOFT TISSUE
SRR24680007	1.15	Escherichia coli	URINARY
SRR24680008	2.548	Escherichia coli	GASTROINTESTINAL/ABDOMINAL
SRR24680009	0.38	Enterobacter hormaechei	blood
SRR24680010	0.435	Enterobacter roggenkampii	respiratory
SRR24680011	0.463	Citrobacter freundii	bone
SRR24680012	2.671	Escherichia coli	blood
SRR24680013	0.345	Enterobacter hormaechei	SKIN/SOFT TISSUE
SRR24680014	1.897	Enterobacter hormaechei	OTHERS
SRR24680015	0.431	Escherichia coli	blood
SRR24680016	1.595	Enterobacter hormaechei	URINARY
SRR24680017	0.394	Enterobacter hormaechei	wound
SRR24680018	1.749	Enterobacter hormaechei	SKIN/SOFT TISSUE
SRR24680019	1.695	Enterobacter kobei	SKIN/SOFT TISSUE
SRR24680020	1.124	Enterobacter roggenkampii	URINARY
SRR24680021	1.209	Enterobacter hormaechei	URINARY
SRR24680022	1.105	Enterobacter hormaechei	URINARY
SRR24680023	2.453	Enterobacter cloacae	GASTROINTESTINAL/ABDOMINAL
SRR24680024	1.184	Enterobacter hormaechei	OTHERS
SRR24680025	2.143	Klebsiella aerogenes	URINARY
SRR24680026	1.203	Escherichia coli	SKIN/SOFT TISSUE
SRR24680027	1.095	Escherichia coli	GASTROINTESTINAL/ABDOMINAL
SRR24680028	1.026	Escherichia coli	URINARY
SRR24680029	0.413	Escherichia coli	GASTROINTESTINAL/ABDOMINAL
SRR24680030	1.143	Escherichia coli	blood
SRR24680031	1.604	Enterobacter hormaechei	URINARY
SRR24680032	1.595	Escherichia coli	OTHERS
SRR24680033	1.263	Escherichia coli	GASTROINTESTINAL/ABDOMINAL
SRR24680034	2.251	Enterobacter hormaechei	OTHERS
SRR24680035	2.276	Enterobacter kobei	respiratory
SRR24680036	1.928	Enterobacter hormaechei	OTHERS
SRR24680037	1.198	Escherichia coli	blood
SRR24680038	2.668	Citrobacter freundii	GASTROINTESTINAL/ABDOMINAL
SRR24680039	2.168	Enterobacter hormaechei	GASTROINTESTINAL/ABDOMINAL
SRR24680040	1.047	Escherichia coli	blood
SRR24680041	1.156	Escherichia coli	URINARY
SRR24680042	1.344	Enterobacter hormaechei	RECTAL
SRR24680043	0.893	Citrobacter freundii	RECTAL
SRR24680044	1.128	Enterobacter hormaechei	RECTAL
SRR24680045	1.153	Escherichia coli	blood
SRR24680046	1.055	Enterobacter kobei	GASTROINTESTINAL/ABDOMINAL
SRR24680047	1.161	Escherichia coli	GASTROINTESTINAL/ABDOMINAL
SRR24680048	1.207	Enterobacter roggenkampii	OTHERS
SRR24680049	0.434	Escherichia coli	SKIN/SOFT TISSUE
SRR24680050	1.028	Escherichia coli	URINARY
SRR24680051	0.954	Enterobacter hormaechei	OTHERS
SRR24680052	1.092	Citrobacter freundii	GASTROINTESTINAL/ABDOMINAL
SRR24680053	1.262	Escherichia coli	bone
SRR24680054	0.966	Escherichia coli	OTHERS
SRR24680055	0.953	Escherichia coli	blood
SRR24680056	1.566	Enterobacter cloacae	GASTROINTESTINAL/ABDOMINAL
SRR24680057	1.07	Escherichia coli	URINARY
SRR24680058	1.028	Escherichia coli	OTHERS
SRR24680059	1.057	Enterobacter asburiae	GASTROINTESTINAL/ABDOMINAL
SRR24680060	1.959	Escherichia coli	URINARY
SRR24680061	1.103	Escherichia coli	URINARY
SRR24680062	1.138	Escherichia coli	URINARY
SRR24680063	1.078	Escherichia coli	blood
SRR24680064	1.085	Escherichia coli	URINARY
SRR24680065	1.926	Enterobacter hormaechei	RECTAL
SRR24680066	1.003	Escherichia coli	blood
SRR24680067	0.954	Enterobacter hormaechei	OTHERS
SRR24680068	1.423	Enterobacter kobei	URINARY
SRR24680069	1.1	Enterobacter hormaechei	wound
SRR24680070	1.183	Escherichia coli	URINARY
SRR24680071	0.429	Escherichia coli	SKIN/SOFT TISSUE
SRR24680072	1.076	Enterobacter kobei	GASTROINTESTINAL/ABDOMINAL
SRR24680073	1.057	Escherichia coli	RECTAL
SRR24680074	1.067	Enterobacter hormaechei	GASTROINTESTINAL/ABDOMINAL
SRR24680075	1.611	Enterobacter roggenkampii	RECTAL
SRR24680076	2.303	Escherichia coli	blood
SRR24680077	1.029	Enterobacter hormaechei	blood
SRR24680078	1.975	Enterobacter cloacae	blood
SRR24680079	1.99	Escherichia coli	OTHERS
SRR24680080	1.496	Enterobacter cloacae	URINARY
SRR24680081	2.131	Escherichia coli	blood
SRR24680082	1.643	Escherichia coli	SKIN/SOFT TISSUE
SRR24680083	1.621	Klebsiella aerogenes	blood
SRR24680084	0.461	Enterobacter hormaechei	respiratory
SRR24759619	1.677	Citrobacter freundii	RECTAL
SRR24759620	0.838	Escherichia coli	OTHERS
SRR24759621	1.542	Enterobacter kobei	RECTAL
SRR24759622	1.353	Enterobacter kobei	RECTAL
SRR24759623	0.985	Enterobacter hormaechei	OTHERS
SRR24759624	0.974	Enterobacter cloacae	URINARY
SRR24759625	1.008	Escherichia coli	blood
SRR24759626	1.085	Enterobacter cloacae	respiratory
SRR24759627	1.159	Escherichia coli	blood
SRR24759628	1.142	Escherichia coli	GASTROINTESTINAL/ABDOMINAL
SRR24759629	1.011	Escherichia coli	OTHERS
SRR24759630	1.014	Escherichia coli	wound
SRR24759631	1.336	Escherichia coli	URINARY
SRR24759632	1.151	Escherichia coli	URINARY
SRR24759633	1.108	Escherichia coli	blood
SRR24759634	1.084	Escherichia coli	respiratory
SRR24759635	1.125	Escherichia coli	blood
SRR24759636	1.1	Enterobacter hormaechei	URINARY
SRR24759637	1.012	Enterobacter roggenkampii	respiratory
SRR24759638	1.076	Escherichia coli	GASTROINTESTINAL/ABDOMINAL
SRR24759639	0.962	Enterobacter cloacae	GASTROINTESTINAL/ABDOMINAL
SRR24759640	1.092	Escherichia coli	URINARY
SRR24759641	1.821	Escherichia coli	URINARY
SRR24759642	2.171	Enterobacter kobei	blood
SRR24759643	0.99	Escherichia coli	GASTROINTESTINAL/ABDOMINAL
SRR25242011	0.185	Klebsiella pneumoniae	RECTAL
SRR25242012	0.404	Klebsiella pneumoniae	RECTAL
SRR25242013	0.182	Klebsiella pneumoniae	RECTAL
SRR25242014	0.272	Klebsiella pneumoniae	RECTAL
SRR25242015	0.206	Klebsiella pneumoniae	RECTAL
SRR25242016	0.302	Klebsiella pneumoniae	RECTAL
SRR25242017	1.329	Klebsiella pneumoniae	URINARY
SRR25242018	1.385	Klebsiella pneumoniae	URINARY
SRR25252969	0.994	Enterobacter cloacae complex sp. 201717502M	GASTROINTESTINAL/ABDOMINAL
SRR25337773	1.249	Escherichia coli	SKIN/SOFT TISSUE
SRR25337774	2.02	Enterobacter cloacae	URINARY
SRR25337775	0.321	Escherichia coli	RECTAL
SRR25337776	0.401	Klebsiella pneumoniae	RECTAL
SRR25337777	0.27	Escherichia coli	RECTAL
SRR25337778	0.429	Enterobacter cloacae	RECTAL
SRR25337779	0.427	Escherichia coli	RECTAL
SRR25337780	0.393	Enterobacter cloacae	RECTAL
SRR25337781	0.275	Escherichia coli	RECTAL
SRR25337782	0.241	Escherichia coli	RECTAL
SRR25337783	0.234	Escherichia coli	RECTAL
SRR25337784	0.217	Escherichia coli	RECTAL
SRR25337785	0.285	Escherichia coli	RECTAL
SRR25337786	1.852	Enterobacter cloacae	blood
SRR25337787	0.444	Enterobacter cloacae	RECTAL
SRR25337788	0.482	Escherichia coli	RECTAL
