MG-RAST id,order of rows in Figure 5,virome/total_comm,project,sample id,genome project id,Pubmed id,percentage reads crAssphage,crAssphage reads,total reads,Biome,Feature,Material,Environmental Package
4466163.3,88,,Host Remodeling of the Gut Microbiome and Metabolic Changes during Pregnancy,1195,,,0.114832435,118675,103346237,terrestrial biome,human-associated habitat,feces,human-gut
4491412.3,245,,Gut microbiota in the Irish Elderly and its links to health and diet,EM272_DH_DG2_3A,,,0.11322579,89,78604,-,-,-,human-gut
4491418.3,280,,Gut microbiota in the Irish Elderly and its links to health and diet,EM227_LS_DG4_3A,,,0.103400735,27,26112,-,-,-,human-gut
4491408.3,279,,Gut microbiota in the Irish Elderly and its links to health and diet,EM293_LS_DG2_4B,,,0.101260696,20,19751,-,-,-,human-gut
4473351.3,138,total_community,Human Microbiome Project (HMP),SRR062375,,19819907,0.100603025,47811,47524416,terrestrial biome,human-associated habitat,feces,human-gut
4473433.3,139,total_community,Human Microbiome Project (HMP),SRR062457,,19819907,0.100224266,47760,47653130,terrestrial biome,human-associated habitat,feces,human-gut
4461173.3,923,,Human gut microbiome viewed across age and geography (WGS),USBldChld8,,,0.095728348,159,166095,feces,feces,feces,plant-associated
4461176.3,921,,Human gut microbiome viewed across age and geography (WGS),USchp33ChildA,,,0.088679998,160,180424,feces,feces,feces,plant-associated
4472557.3,398,total_community,Human Microbiome Project (HMP),SRR060449,,19819907,0.087061228,3558,4086779,terrestrial biome,human-associated habitat,mucus,human-oral
4472556.3,399,total_community,Human Microbiome Project (HMP),SRR060448,,19819907,0.08546532,3495,4089378,terrestrial biome,human-associated habitat,mucus,human-oral
4473042.3,194,total_community,Human Microbiome Project (HMP),SRR061691,,19819907,0.085439538,53519,62639618,terrestrial biome,human-associated habitat,feces,human-gut
4491490.3,263,,Gut microbiota in the Irish Elderly and its links to health and diet,EM148_R_NA_NA,,,0.08231495,13,15793,-,-,-,human-gut
4472619.3,234,total_community,Human Microbiome Project (HMP),SRR061173,,19819907,0.078566431,56448,71847479,terrestrial biome,human-associated habitat,feces,human-gut
4473096.3,761,total_community,Human Microbiome Project (HMP),SRR061941,,19819907,0.078358464,8630,11013488,terrestrial biome,human-associated habitat,organic material,human-skin
4478445.3,762,total_community,Human Microbiome Project (HMP),SRR061942,,19819907,0.077742897,8374,10771402,terrestrial biome,human-associated habitat,organic material,human-skin
4472599.3,233,total_community,Human Microbiome Project (HMP),SRR061153,,19819907,0.077108758,55796,72360133,terrestrial biome,human-associated habitat,feces,human-gut
4473041.3,198,total_community,Human Microbiome Project (HMP),SRR061690,,19819907,0.07266024,33162,45639816,terrestrial biome,human-associated habitat,feces,human-gut
4478426.3,195,total_community,Human Microbiome Project (HMP),SRR061689,,19819907,0.07233863,32144,44435456,terrestrial biome,human-associated habitat,feces,human-gut
4517734.3,1,,Mice Frailty,Mouse_4.1E-Aug16_R1,,,0.070214099,6964,9918236,terrestrial biome,mammalia-associated habitat,feces,host-associated
4517710.3,4,,Mice Frailty,Mouse_14.Y7-Aug14_R1,,,0.069560048,7956,11437600,terrestrial biome,mammalia-associated habitat,feces,host-associated
4517735.3,2,,Mice Frailty,Mouse_4.1E-Aug16_R2,,,0.068923546,6836,9918236,terrestrial biome,mammalia-associated habitat,feces,host-associated
4478639.3,397,total_community,Human Microbiome Project (HMP),SRR063922,,19819907,0.068231501,5871,8604530,terrestrial biome,human-associated habitat,mucus,human-oral
4517711.3,3,,Mice Frailty,Mouse_14.Y7-Aug14_R2,,,0.068134923,7793,11437600,terrestrial biome,mammalia-associated habitat,feces,host-associated
4478637.3,396,total_community,Human Microbiome Project (HMP),SRR063916,,19819907,0.065875716,5765,8751328,terrestrial biome,human-associated habitat,mucus,human-oral
4461164.3,924,,Human gut microbiome viewed across age and geography (WGS),h47B.1,,,0.064545524,119,184366,feces,feces,feces,plant-associated
4466296.3,72,,Host Remodeling of the Gut Microbiome and Metabolic Changes during Pregnancy,2234,,,0.058745136,71685,122027124,terrestrial biome,human-associated habitat,feces,human-gut
4472646.3,100,total_community,Human Microbiome Project (HMP),SRR061200,,19819907,0.058337998,28247,48419557,terrestrial biome,human-associated habitat,feces,human-gut
4472644.3,109,total_community,Human Microbiome Project (HMP),SRR061198,,19819907,0.05735305,27022,47115193,terrestrial biome,human-associated habitat,feces,human-gut
4547045.3,305,virome,Viruses in the faecal microbiota of monozygotic twins and their mothers,F3M.2,SRP002840,20631792,0.055707351,21,37697,animal-associated habitat,human-associated habitat,feces,human-gut
4478548.3,867,total_community,Human Microbiome Project (HMP),SRR062434,,19819907,0.053015554,180,339523,terrestrial biome,human-associated habitat,mucus,human-vaginal
4478614.3,265,total_community,Human Microbiome Project (HMP),SRR063554,,19819907,0.052936625,234,442038,terrestrial biome,human-associated habitat,feces,human-gut
4466257.3,73,,Host Remodeling of the Gut Microbiome and Metabolic Changes during Pregnancy,1234,,,0.051237546,44594,87033832,terrestrial biome,human-associated habitat,feces,human-gut
4547040.3,294,virome,Viruses in the faecal microbiota of monozygotic twins and their mothers,F5T2.1(R),SRP002840,20631792,0.050611441,37,73106,animal-associated habitat,human-associated habitat,feces,human-gut
4517712.3,5,,Mice Frailty,Mouse_15.Y7-Aug15_R1,,,0.049857655,6822,13682954,terrestrial biome,mammalia-associated habitat,feces,host-associated
4443754.3,932,,Project for: MID2_EF_assembly,MID2_EF_assembly,,,0.049683498,27,54344,waste water,waste water,waste water,wastewater|sludge
4517713.3,6,,Mice Frailty,Mouse_15.Y7-Aug15_R2,,,0.048805251,6678,13682954,terrestrial biome,mammalia-associated habitat,feces,host-associated
4473626.3,268,total_community,Human Microbiome Project (HMP),SRR063555,,19819907,0.048785152,199,407911,terrestrial biome,human-associated habitat,feces,human-gut
4473624.3,270,total_community,Human Microbiome Project (HMP),SRR063553,,19819907,0.047146641,191,405119,terrestrial biome,human-associated habitat,feces,human-gut
4472631.3,214,total_community,Human Microbiome Project (HMP),SRR061185,,19819907,0.047088097,29791,63266520,terrestrial biome,human-associated habitat,feces,human-gut
4472641.3,210,total_community,Human Microbiome Project (HMP),SRR061195,,19819907,0.046891959,30158,64313798,terrestrial biome,human-associated habitat,feces,human-gut
4478610.3,287,total_community,Human Microbiome Project (HMP),SRR063542,,19819907,0.046864016,156,332878,terrestrial biome,human-associated habitat,feces,human-gut
4440941.3,288,total_community,Comparative metagenomics revealed commonly enriched gene sets in human gut microbiomes,human F1-T,28117,17916580,0.046798436,17,36326,animal-associated habitat,animal-associated habitat,animal-associated habitat,human-gut
4478613.3,266,total_community,Human Microbiome Project (HMP),SRR063551,,19819907,0.046153708,205,444168,terrestrial biome,human-associated habitat,feces,human-gut
4440615.3,275,total_community,Twin Gut Microflora Study,TS50,-,,0.045779161,285,622554,animal-associated habitat,human-associated habitat,animal-associated habitat,human-gut
4478455.3,98,total_community,Human Microbiome Project (HMP),SRR061973,,19819907,0.045669206,30844,67537851,terrestrial biome,human-associated habitat,feces,human-gut
4461163.3,922,,Human gut microbiome viewed across age and geography (WGS),h47A.1,,,0.045604117,116,254363,feces,feces,feces,plant-associated
4450219.3,931,,Baculovirus,MID2-IF-dereplicated-consensus,,,0.044393853,78,175700,-,-,-,wastewater|sludge
4478564.3,868,total_community,Human Microbiome Project (HMP),SRR062483,,19819907,0.044379303,152,342502,terrestrial biome,human-associated habitat,mucus,human-vaginal
4472579.3,74,total_community,Human Microbiome Project (HMP),SRR061133,,19819907,0.044256795,29955,67684521,terrestrial biome,human-associated habitat,feces,human-gut
4472577.3,77,total_community,Human Microbiome Project (HMP),SRR061131,,19819907,0.043751956,30261,69164907,terrestrial biome,human-associated habitat,feces,human-gut
4473129.3,97,total_community,Human Microbiome Project (HMP),SRR061974,,19819907,0.043232405,30857,71374701,terrestrial biome,human-associated habitat,feces,human-gut
4472103.3,81,total_community,Human Microbiome Project (HMP),SRR042183,,19819907,0.042494811,17211,40501416,terrestrial biome,human-associated habitat,feces,human-gut
4472572.3,80,total_community,Human Microbiome Project (HMP),SRR061125,,19819907,0.042493556,17211,40502612,terrestrial biome,human-associated habitat,feces,human-gut
4472105.3,82,total_community,Human Microbiome Project (HMP),SRR042491,,19819907,0.042418485,17028,40142876,terrestrial biome,human-associated habitat,feces,human-gut
4472099.3,76,total_community,Human Microbiome Project (HMP),SRR041662,,19819907,0.042093947,16845,40017630,terrestrial biome,human-associated habitat,feces,human-gut
4472570.3,75,total_community,Human Microbiome Project (HMP),SRR061123,,19819907,0.042092563,16845,40018946,terrestrial biome,human-associated habitat,feces,human-gut
4472102.3,78,total_community,Human Microbiome Project (HMP),SRR042182,,19819907,0.041901598,16751,39976996,terrestrial biome,human-associated habitat,feces,human-gut
4472571.3,79,total_community,Human Microbiome Project (HMP),SRR061124,,19819907,0.041900589,16751,39977958,terrestrial biome,human-associated habitat,feces,human-gut
4547035.3,302,virome,Viruses in the faecal microbiota of monozygotic twins and their mothers,F5T2.1,SRP002840,20631792,0.041295012,20,48432,animal-associated habitat,human-associated habitat,feces,human-gut
4472970.3,773,total_community,Human Microbiome Project (HMP),SRR061530,,19819907,0.039984289,170,425167,terrestrial biome,human-associated habitat,organic material,human-skin
4473612.3,281,total_community,Human Microbiome Project (HMP),SRR063541,,19819907,0.039971535,132,330235,terrestrial biome,human-associated habitat,feces,human-gut
4478635.3,395,total_community,Human Microbiome Project (HMP),SRR063910,,19819907,0.039356667,5013,12737359,terrestrial biome,human-associated habitat,mucus,human-oral
4473623.3,276,total_community,Human Microbiome Project (HMP),SRR063552,,19819907,0.037630651,147,390639,terrestrial biome,human-associated habitat,feces,human-gut
4508404.3,934,,120723 Kobe WWTO AS,primaryeffluent_S1_L001_R1_001_paired_de_novo_assembly,,,0.037171957,10,26902,Large lake biome,biofilm,contaminated water,wastewater|sludge
4473621.3,272,total_community,Human Microbiome Project (HMP),SRR063550,,19819907,0.036047537,157,435536,terrestrial biome,human-associated habitat,feces,human-gut
4473617.3,283,total_community,Human Microbiome Project (HMP),SRR063546,,19819907,0.03575555,121,338409,terrestrial biome,human-associated habitat,feces,human-gut
4473509.3,864,total_community,Human Microbiome Project (HMP),SRR062535,,19819907,0.03474389,206,592910,terrestrial biome,human-associated habitat,mucus,human-vaginal
