MG-RAST id,order of rows in Figure 5,virome/total_comm,project,sample id,genome project id,Pubmed id,percentage reads crAssphage,crAssphage reads,total reads,Biome,Feature,Material,Environmental Package
4472293.3,581,total_community,Human Microbiome Project (HMP),SRR059846,,19819907,1.71174E-05,10,58419961,terrestrial biome,human-associated habitat,mucus,human-oral
4472645.3,325,total_community,Human Microbiome Project (HMP),SRR061199,,19819907,1.68301E-05,8,47533921,terrestrial biome,human-associated habitat,feces,human-gut
4478568.3,627,total_community,Human Microbiome Project (HMP),SRR062496,,19819907,1.67266E-05,7,41849399,terrestrial biome,human-associated habitat,mucus,human-oral
4478535.3,678,total_community,Human Microbiome Project (HMP),SRR062394,,19819907,1.66749E-05,2,11994106,terrestrial biome,human-associated habitat,mucus,human-oral
4472591.3,319,total_community,Human Microbiome Project (HMP),SRR061145,,19819907,1.66014E-05,12,72283022,terrestrial biome,human-associated habitat,feces,human-gut
4478441.3,321,total_community,Human Microbiome Project (HMP),SRR061930,,19819907,1.61075E-05,11,68291245,terrestrial biome,human-associated habitat,feces,human-gut
4472425.3,314,total_community,Human Microbiome Project (HMP),SRR060039,,19819907,1.57217E-05,12,76327690,terrestrial biome,human-associated habitat,feces,human-gut
4478522.3,322,total_community,Human Microbiome Project (HMP),SRR062355,,19819907,1.5529E-05,10,64395476,terrestrial biome,human-associated habitat,feces,human-gut
4472990.3,560,total_community,Human Microbiome Project (HMP),SRR061550,,19819907,1.54837E-05,10,64584146,terrestrial biome,human-associated habitat,mucus,human-oral
4472648.3,594,total_community,Human Microbiome Project (HMP),SRR061202,,19819907,1.52152E-05,8,52579088,terrestrial biome,human-associated habitat,mucus,human-oral
4472381.3,715,total_community,Human Microbiome Project (HMP),SRR059957,,19819907,1.48345E-05,2,13482108,terrestrial biome,human-associated habitat,mucus,human-oral
4472424.3,887,total_community,Human Microbiome Project (HMP),SRR060038,,19819907,1.40836E-05,14,99406538,terrestrial biome,human-associated habitat,mucus,human-vaginal
4478570.3,612,total_community,Human Microbiome Project (HMP),SRR062502,,19819907,1.40394E-05,8,56982331,terrestrial biome,human-associated habitat,mucus,human-oral
4472760.3,635,total_community,Human Microbiome Project (HMP),SRR061320,,19819907,1.36695E-05,4,29262173,terrestrial biome,human-associated habitat,mucus,human-oral
4472734.3,728,total_community,Human Microbiome Project (HMP),SRR061294,,19819907,1.33906E-05,2,14935861,terrestrial biome,human-associated habitat,mucus,human-oral
4473317.3,328,total_community,Human Microbiome Project (HMP),SRR062341,,19819907,1.32917E-05,6,45140940,terrestrial biome,human-associated habitat,feces,human-gut
4472664.3,326,total_community,Human Microbiome Project (HMP),SRR061218,,19819907,1.32856E-05,8,60215512,terrestrial biome,human-associated habitat,feces,human-gut
4473135.3,751,total_community,Human Microbiome Project (HMP),SRR061980,,19819907,1.31655E-05,4,30382513,terrestrial biome,human-associated habitat,mucus,human-oral
4472742.3,734,total_community,Human Microbiome Project (HMP),SRR061302,,19819907,1.30822E-05,2,15287914,terrestrial biome,human-associated habitat,mucus,human-oral
4472345.3,647,total_community,Human Microbiome Project (HMP),SRR059899,,19819907,1.30626E-05,4,30621848,terrestrial biome,human-associated habitat,mucus,human-oral
4473408.3,650,total_community,Human Microbiome Project (HMP),SRR062432,,19819907,1.2854E-05,4,31118815,terrestrial biome,human-associated habitat,mucus,human-oral
4472452.3,579,total_community,Human Microbiome Project (HMP),SRR060142,,19819907,1.25756E-05,10,79518980,terrestrial biome,human-associated habitat,mucus,human-oral
4473326.3,324,total_community,Human Microbiome Project (HMP),SRR062350,,19819907,1.23527E-05,8,64763235,terrestrial biome,human-associated habitat,feces,human-gut
4472409.3,583,total_community,Human Microbiome Project (HMP),SRR060007,,19819907,1.23099E-05,12,97482874,terrestrial biome,human-associated habitat,mucus,human-oral
4472286.3,625,total_community,Human Microbiome Project (HMP),SRR059839,,19819907,1.21984E-05,6,49186919,terrestrial biome,human-associated habitat,mucus,human-oral
4473098.3,855,total_community,Human Microbiome Project (HMP),SRR061943,,19819907,1.2157E-05,1,8225740,terrestrial biome,human-associated habitat,organic material,human-skin
4472270.3,316,total_community,Human Microbiome Project (HMP),SRR059818,,19819907,1.20972E-05,12,99196410,terrestrial biome,human-associated habitat,feces,human-gut
4472197.3,367,total_community,Human Microbiome Project (HMP),SRR059423,,19819907,1.19851E-05,7,58405786,terrestrial biome,human-associated habitat,feces,human-gut
4472933.3,609,total_community,Human Microbiome Project (HMP),SRR061493,,19819907,1.17661E-05,6,50993844,terrestrial biome,human-associated habitat,mucus,human-oral
4508940.3,930,,EarlhamMetagenomes2012,002005_Nocton_Soy_GAGTGG_filtered_merged.fastq,,,1.1466E-05,2,17442824,Temperate broadleaf and mixed forest biome,farm,agricultural soil,soil
4478449.3,642,total_community,Human Microbiome Project (HMP),SRR061955,,19819907,1.14058E-05,4,35069779,terrestrial biome,human-associated habitat,mucus,human-oral
4473111.3,651,total_community,Human Microbiome Project (HMP),SRR061956,,19819907,1.13255E-05,4,35318430,terrestrial biome,human-associated habitat,mucus,human-oral
4473274.3,700,total_community,Human Microbiome Project (HMP),SRR062296,,19819907,1.1112E-05,4,35996992,terrestrial biome,human-associated habitat,mucus,human-oral
4473006.3,658,total_community,Human Microbiome Project (HMP),SRR061566,,19819907,1.09076E-05,5,45839394,terrestrial biome,human-associated habitat,mucus,human-oral
4472384.3,661,total_community,Human Microbiome Project (HMP),SRR059964,,19819907,1.088E-05,4,36764622,terrestrial biome,human-associated habitat,mucus,human-oral
4473315.3,757,total_community,Human Microbiome Project (HMP),SRR062339,,19819907,1.0749E-05,1,9303190,terrestrial biome,human-associated habitat,mucus,human-oral
4473103.3,847,total_community,Human Microbiome Project (HMP),SRR061948,,19819907,1.07193E-05,2,18657880,terrestrial biome,human-associated habitat,organic material,human-skin
4473554.3,327,total_community,Human Microbiome Project (HMP),SRR063483,,19819907,1.06497E-05,6,56339738,terrestrial biome,human-associated habitat,feces,human-gut
4472206.3,626,total_community,Human Microbiome Project (HMP),SRR059432,,19819907,1.06371E-05,6,56406231,terrestrial biome,human-associated habitat,mucus,human-oral
4472155.3,744,total_community,Human Microbiome Project (HMP),SRR059369,,19819907,1.0595E-05,1,9438416,terrestrial biome,human-associated habitat,mucus,human-oral
4517719.3,46,,Mice Frailty,Mouse_19.M11-Aug15_R2,,,1.02597E-05,1,9746920,terrestrial biome,mammalia-associated habitat,feces,host-associated
4472698.3,664,total_community,Human Microbiome Project (HMP),SRR061252,,19819907,9.96992E-06,4,40120676,terrestrial biome,human-associated habitat,mucus,human-oral
4473360.3,676,total_community,Human Microbiome Project (HMP),SRR062384,,19819907,9.7868E-06,4,40871365,terrestrial biome,human-associated habitat,mucus,human-oral
4478521.3,660,total_community,Human Microbiome Project (HMP),SRR062352,,19819907,9.68439E-06,4,41303596,terrestrial biome,human-associated habitat,mucus,human-oral
4472533.3,696,total_community,Human Microbiome Project (HMP),SRR060425,,19819907,9.48875E-06,4,42155191,terrestrial biome,human-associated habitat,mucus,human-oral
4473163.3,826,total_community,Human Microbiome Project (HMP),SRR062018,,19819907,9.42319E-06,3,31836369,terrestrial biome,human-associated habitat,organic material,human-skin
4472348.3,615,total_community,Human Microbiome Project (HMP),SRR059902,,19819907,9.41504E-06,6,63727820,terrestrial biome,human-associated habitat,mucus,human-oral
4472305.3,628,total_community,Human Microbiome Project (HMP),SRR059857,,19819907,9.17337E-06,6,65406680,terrestrial biome,human-associated habitat,mucus,human-oral
4472994.3,621,total_community,Human Microbiome Project (HMP),SRR061554,,19819907,9.00525E-06,5,55523143,terrestrial biome,human-associated habitat,mucus,human-oral
4472996.3,339,total_community,Human Microbiome Project (HMP),SRR061556,,19819907,8.79878E-06,6,68191256,terrestrial biome,human-associated habitat,feces,human-gut
4473236.3,843,total_community,Human Microbiome Project (HMP),SRR062091,,19819907,8.54603E-06,2,23402681,terrestrial biome,human-associated habitat,organic material,human-skin
4472129.3,334,total_community,Human Microbiome Project (HMP),SRR059343,,19819907,8.5271E-06,6,70363917,terrestrial biome,human-associated habitat,feces,human-gut
4473101.3,689,total_community,Human Microbiome Project (HMP),SRR061946,,19819907,8.51322E-06,2,23492862,terrestrial biome,human-associated habitat,mucus,human-oral
4473380.3,364,total_community,Human Microbiome Project (HMP),SRR062404,,19819907,8.39473E-06,4,47648928,terrestrial biome,human-associated habitat,feces,human-gut
4472627.3,348,total_community,Human Microbiome Project (HMP),SRR061181,,19819907,8.30411E-06,4,48168935,terrestrial biome,human-associated habitat,feces,human-gut
4473284.3,634,total_community,Human Microbiome Project (HMP),SRR062306,,19819907,8.20635E-06,4,48742719,terrestrial biome,human-associated habitat,mucus,human-oral
4469858.3,337,,Host Remodeling of the Gut Microbiome and Metabolic Changes during Pregnancy,2264_new,,,8.14516E-06,5,61386167,terrestrial biome,human-associated habitat,feces,human-gut
4472764.3,662,total_community,Human Microbiome Project (HMP),SRR061324,,19819907,8.08614E-06,4,49467388,terrestrial biome,human-associated habitat,mucus,human-oral
4473432.3,653,total_community,Human Microbiome Project (HMP),SRR062456,,19819907,7.94066E-06,4,50373667,terrestrial biome,human-associated habitat,mucus,human-oral
4472304.3,637,total_community,Human Microbiome Project (HMP),SRR059856,,19819907,7.86473E-06,4,50860001,terrestrial biome,human-associated habitat,mucus,human-oral
4474251.3,45,,Project for: Sample_P10,Sample_P10,,,7.43697E-06,2,26892656,organism-associated habitat & animal-associated habitat,organism-associated habitat & animal-associated habitat,organism-associated habitat & animal-associated habitat,host-associated
4472657.3,632,total_community,Human Microbiome Project (HMP),SRR061211,,19819907,7.33509E-06,4,54532398,terrestrial biome,human-associated habitat,mucus,human-oral
4472993.3,638,total_community,Human Microbiome Project (HMP),SRR061553,,19819907,7.15549E-06,4,55901121,terrestrial biome,human-associated habitat,mucus,human-oral
4472328.3,643,total_community,Human Microbiome Project (HMP),SRR059882,,19819907,7.09819E-06,4,56352397,terrestrial biome,human-associated habitat,mucus,human-oral
4472225.3,669,total_community,Human Microbiome Project (HMP),SRR059481,,19819907,7.05765E-06,4,56676119,terrestrial biome,human-associated habitat,mucus,human-oral
4478591.3,343,total_community,Human Microbiome Project (HMP),SRR063484,,19819907,7.02325E-06,4,56953719,terrestrial biome,human-associated habitat,feces,human-gut
4472196.3,358,total_community,Human Microbiome Project (HMP),SRR059422,,19819907,7.00421E-06,4,57108491,terrestrial biome,human-associated habitat,feces,human-gut
4472428.3,576,total_community,Human Microbiome Project (HMP),SRR060042,,19819907,6.87033E-06,8,116442744,terrestrial biome,human-associated habitat,mucus,human-oral
4478643.3,601,total_community,Human Microbiome Project (HMP),SRR066417,,19819907,6.74776E-06,8,118557946,terrestrial biome,human-associated habitat,mucus,human-oral
4472722.3,685,total_community,Human Microbiome Project (HMP),SRR061282,,19819907,6.74726E-06,2,29641641,terrestrial biome,human-associated habitat,mucus,human-oral
4473127.3,663,total_community,Human Microbiome Project (HMP),SRR061972,,19819907,6.50244E-06,4,61515387,terrestrial biome,human-associated habitat,mucus,human-oral
4472493.3,667,total_community,Human Microbiome Project (HMP),SRR060385,,19819907,6.48567E-06,3,46255849,terrestrial biome,human-associated habitat,mucus,human-oral
4472806.3,679,total_community,Human Microbiome Project (HMP),SRR061366,,19819907,6.41001E-06,2,31201180,terrestrial biome,human-associated habitat,mucus,human-oral
4473162.3,850,total_community,Human Microbiome Project (HMP),SRR062017,,19819907,6.30511E-06,2,31720308,terrestrial biome,human-associated habitat,organic material,human-skin
4478540.3,683,total_community,Human Microbiome Project (HMP),SRR062409,,19819907,6.30363E-06,2,31727727,terrestrial biome,human-associated habitat,mucus,human-oral
4473574.3,341,total_community,Human Microbiome Project (HMP),SRR063503,,19819907,6.18223E-06,4,64701609,terrestrial biome,human-associated habitat,feces,human-gut
4472633.3,363,total_community,Human Microbiome Project (HMP),SRR061187,,19819907,6.15712E-06,2,32482723,terrestrial biome,human-associated habitat,feces,human-gut
4472988.3,631,total_community,Human Microbiome Project (HMP),SRR061548,,19819907,6.14786E-06,4,65063275,terrestrial biome,human-associated habitat,mucus,human-oral
4472638.3,718,total_community,Human Microbiome Project (HMP),SRR061192,,19819907,6.12924E-06,2,32630461,terrestrial biome,human-associated habitat,mucus,human-oral
4473502.3,681,total_community,Human Microbiome Project (HMP),SRR062528,,19819907,6.08635E-06,2,32860406,terrestrial biome,human-associated habitat,mucus,human-oral
4472250.3,346,total_community,Human Microbiome Project (HMP),SRR059506,,19819907,5.95817E-06,4,67134699,terrestrial biome,human-associated habitat,feces,human-gut
4472924.3,349,total_community,Human Microbiome Project (HMP),SRR061484,,19819907,5.89959E-06,3,50850965,terrestrial biome,human-associated habitat,feces,human-gut
4472954.3,654,total_community,Human Microbiome Project (HMP),SRR061514,,19819907,5.86634E-06,3,51139252,terrestrial biome,human-associated habitat,mucus,human-oral
4472128.3,356,total_community,Human Microbiome Project (HMP),SRR059342,,19819907,5.67825E-06,4,70444267,terrestrial biome,human-associated habitat,feces,human-gut
4472809.3,839,total_community,Human Microbiome Project (HMP),SRR061369,,19819907,5.60102E-06,2,35707810,terrestrial biome,human-associated habitat,organic material,human-skin
4472752.3,730,total_community,Human Microbiome Project (HMP),SRR061312,,19819907,5.42186E-06,2,36887739,terrestrial biome,human-associated habitat,mucus,human-oral
4472458.3,702,total_community,Human Microbiome Project (HMP),SRR060350,,19819907,5.1192E-06,2,39068589,terrestrial biome,human-associated habitat,mucus,human-oral
4472313.3,674,total_community,Human Microbiome Project (HMP),SRR059866,,19819907,4.88404E-06,2,40949677,terrestrial biome,human-associated habitat,mucus,human-oral
4478524.3,682,total_community,Human Microbiome Project (HMP),SRR062361,,19819907,4.82608E-06,2,41441537,terrestrial biome,human-associated habitat,mucus,human-oral
4472532.3,717,total_community,Human Microbiome Project (HMP),SRR060424,,19819907,4.80138E-06,2,41654711,terrestrial biome,human-associated habitat,mucus,human-oral
4478569.3,727,total_community,Human Microbiome Project (HMP),SRR062499,,19819907,4.79139E-06,2,41741508,terrestrial biome,human-associated habitat,mucus,human-oral
4478478.3,708,total_community,Human Microbiome Project (HMP),SRR062052,,19819907,4.78484E-06,2,41798715,terrestrial biome,human-associated habitat,mucus,human-oral
4472886.3,740,total_community,Human Microbiome Project (HMP),SRR061446,,19819907,4.77591E-06,2,41876799,terrestrial biome,human-associated habitat,mucus,human-oral
4472408.3,350,total_community,Human Microbiome Project (HMP),SRR060006,,19819907,4.75393E-06,4,84140950,terrestrial biome,human-associated habitat,feces,human-gut
4473503.3,719,total_community,Human Microbiome Project (HMP),SRR062529,,19819907,4.70935E-06,2,42468746,terrestrial biome,human-associated habitat,mucus,human-oral
4472759.3,739,total_community,Human Microbiome Project (HMP),SRR061319,,19819907,4.64769E-06,2,43032176,terrestrial biome,human-associated habitat,mucus,human-oral
4473451.3,698,total_community,Human Microbiome Project (HMP),SRR062475,,19819907,4.56447E-06,2,43816658,terrestrial biome,human-associated habitat,mucus,human-oral
4478509.3,688,total_community,Human Microbiome Project (HMP),SRR062313,,19819907,4.50688E-06,2,44376564,terrestrial biome,human-associated habitat,mucus,human-oral
4472798.3,729,total_community,Human Microbiome Project (HMP),SRR061358,,19819907,4.48225E-06,2,44620495,terrestrial biome,human-associated habitat,mucus,human-oral
4472767.3,706,total_community,Human Microbiome Project (HMP),SRR061327,,19819907,4.41559E-06,2,45294038,terrestrial biome,human-associated habitat,mucus,human-oral
4473002.3,686,total_community,Human Microbiome Project (HMP),SRR061562,,19819907,4.38343E-06,2,45626338,terrestrial biome,human-associated habitat,mucus,human-oral
4472229.3,721,total_community,Human Microbiome Project (HMP),SRR059485,,19819907,4.35215E-06,2,45954266,terrestrial biome,human-associated habitat,mucus,human-oral
4472112.3,752,total_community,Human Microbiome Project (HMP),SRR059326,,19819907,4.3463E-06,1,23008058,terrestrial biome,human-associated habitat,mucus,human-oral
4473409.3,714,total_community,Human Microbiome Project (HMP),SRR062433,,19819907,4.33856E-06,2,46098218,terrestrial biome,human-associated habitat,mucus,human-oral
4472558.3,677,total_community,Human Microbiome Project (HMP),SRR060456,,19819907,4.3135E-06,2,46366062,terrestrial biome,human-associated habitat,mucus,human-oral
4472113.3,746,total_community,Human Microbiome Project (HMP),SRR059327,,19819907,4.26748E-06,1,23433027,terrestrial biome,human-associated habitat,mucus,human-oral
4472782.3,736,total_community,Human Microbiome Project (HMP),SRR061342,,19819907,4.26431E-06,2,46900870,terrestrial biome,human-associated habitat,mucus,human-oral
4472336.3,368,total_community,Human Microbiome Project (HMP),SRR059890,,19819907,4.20241E-06,3,71387656,terrestrial biome,human-associated habitat,feces,human-gut
4473286.3,687,total_community,Human Microbiome Project (HMP),SRR062308,,19819907,4.11563E-06,2,48595281,terrestrial biome,human-associated habitat,mucus,human-oral
4472285.3,754,total_community,Human Microbiome Project (HMP),SRR059838,,19819907,4.05129E-06,2,49366985,terrestrial biome,human-associated habitat,mucus,human-oral
4473095.3,737,total_community,Human Microbiome Project (HMP),SRR061940,,19819907,3.99521E-06,2,50059959,terrestrial biome,human-associated habitat,mucus,human-oral
4473356.3,709,total_community,Human Microbiome Project (HMP),SRR062380,,19819907,3.95932E-06,2,50513713,terrestrial biome,human-associated habitat,mucus,human-oral
4472926.3,380,total_community,Human Microbiome Project (HMP),SRR061486,,19819907,3.93727E-06,2,50796659,terrestrial biome,human-associated habitat,feces,human-gut
4472927.3,680,total_community,Human Microbiome Project (HMP),SRR061487,,19819907,3.9359E-06,2,50814304,terrestrial biome,human-associated habitat,mucus,human-oral
4454380.3,47,,Project for: LO_Seq,LO_Seq,,,3.88662E-06,1,25729279,animal-associated habitat,animal-associated habitat,animal-associated habitat,host-associated
4472681.3,379,total_community,Human Microbiome Project (HMP),SRR061235,,19819907,3.68155E-06,2,54324907,terrestrial biome,human-associated habitat,feces,human-gut
4472659.3,723,total_community,Human Microbiome Project (HMP),SRR061213,,19819907,3.61498E-06,2,55325292,terrestrial biome,human-associated habitat,mucus,human-oral
4472660.3,690,total_community,Human Microbiome Project (HMP),SRR061214,,19819907,3.59353E-06,2,55655639,terrestrial biome,human-associated habitat,mucus,human-oral
4478421.3,735,total_community,Human Microbiome Project (HMP),SRR061585,,19819907,3.56225E-06,2,56144216,terrestrial biome,human-associated habitat,mucus,human-oral
4472689.3,684,total_community,Human Microbiome Project (HMP),SRR061243,,19819907,3.55624E-06,2,56239243,terrestrial biome,human-associated habitat,mucus,human-oral
4472719.3,753,total_community,Human Microbiome Project (HMP),SRR061279,,19819907,3.53907E-06,2,56512027,terrestrial biome,human-associated habitat,mucus,human-oral
4478422.3,733,total_community,Human Microbiome Project (HMP),SRR061588,,19819907,3.52594E-06,2,56722453,terrestrial biome,human-associated habitat,mucus,human-oral
4472224.3,741,total_community,Human Microbiome Project (HMP),SRR059480,,19819907,3.49228E-06,2,57269172,terrestrial biome,human-associated habitat,mucus,human-oral
4472651.3,365,total_community,Human Microbiome Project (HMP),SRR061205,,19819907,3.44909E-06,2,57986315,terrestrial biome,human-associated habitat,feces,human-gut
4472221.3,732,total_community,Human Microbiome Project (HMP),SRR059447,,19819907,3.3734E-06,2,59287437,terrestrial biome,human-associated habitat,mucus,human-oral
4473147.3,755,total_community,Human Microbiome Project (HMP),SRR062002,,19819907,3.34494E-06,2,59791730,terrestrial biome,human-associated habitat,mucus,human-oral
4473126.3,731,total_community,Human Microbiome Project (HMP),SRR061971,,19819907,3.25317E-06,2,61478522,terrestrial biome,human-associated habitat,mucus,human-oral
4472379.3,711,total_community,Human Microbiome Project (HMP),SRR059955,,19819907,3.25085E-06,2,61522300,terrestrial biome,human-associated habitat,mucus,human-oral
4472665.3,378,total_community,Human Microbiome Project (HMP),SRR061219,,19819907,3.2178E-06,2,62154304,terrestrial biome,human-associated habitat,feces,human-gut
4473260.3,699,total_community,Human Microbiome Project (HMP),SRR062282,,19819907,3.13919E-06,2,63710648,terrestrial biome,human-associated habitat,mucus,human-oral
4472176.3,374,total_community,Human Microbiome Project (HMP),SRR059406,,19819907,3.05315E-06,2,65506071,terrestrial biome,human-associated habitat,feces,human-gut
4472487.3,675,total_community,Human Microbiome Project (HMP),SRR060379,,19819907,3.03845E-06,2,65822998,terrestrial biome,human-associated habitat,mucus,human-oral
4472188.3,743,total_community,Human Microbiome Project (HMP),SRR059414,,19819907,3.03561E-06,2,65884554,terrestrial biome,human-associated habitat,mucus,human-oral
4473084.3,372,total_community,Human Microbiome Project (HMP),SRR061929,,19819907,3.01299E-06,2,66379331,terrestrial biome,human-associated habitat,feces,human-gut
4472189.3,742,total_community,Human Microbiome Project (HMP),SRR059415,,19819907,3.00396E-06,2,66578814,terrestrial biome,human-associated habitat,mucus,human-oral
4478543.3,375,total_community,Human Microbiome Project (HMP),SRR062418,,19819907,2.97995E-06,2,67115130,terrestrial biome,human-associated habitat,feces,human-gut
4472251.3,388,total_community,Human Microbiome Project (HMP),SRR059507,,19819907,2.97642E-06,2,67194770,terrestrial biome,human-associated habitat,feces,human-gut
4472143.3,361,total_community,Human Microbiome Project (HMP),SRR059357,,19819907,2.97484E-06,2,67230492,terrestrial biome,human-associated habitat,feces,human-gut
4472298.3,701,total_community,Human Microbiome Project (HMP),SRR059850,,19819907,2.95789E-06,2,67615848,terrestrial biome,human-associated habitat,mucus,human-oral
4472125.3,382,total_community,Human Microbiome Project (HMP),SRR059339,,19819907,2.93232E-06,2,68205306,terrestrial biome,human-associated habitat,feces,human-gut
4472995.3,385,total_community,Human Microbiome Project (HMP),SRR061555,,19819907,2.93161E-06,2,68221875,terrestrial biome,human-associated habitat,feces,human-gut
4473486.3,745,total_community,Human Microbiome Project (HMP),SRR062512,,19819907,2.90739E-06,1,34395056,terrestrial biome,human-associated habitat,mucus,human-oral
4472473.3,376,total_community,Human Microbiome Project (HMP),SRR060365,,19819907,2.89416E-06,2,69104786,terrestrial biome,human-associated habitat,feces,human-gut
4472138.3,360,total_community,Human Microbiome Project (HMP),SRR059352,,19819907,2.86544E-06,2,69797298,terrestrial biome,human-associated habitat,feces,human-gut
4472337.3,359,total_community,Human Microbiome Project (HMP),SRR059891,,19819907,2.8361E-06,2,70519423,terrestrial biome,human-associated habitat,feces,human-gut
4472614.3,369,total_community,Human Microbiome Project (HMP),SRR061168,,19819907,2.81632E-06,2,71014555,terrestrial biome,human-associated habitat,feces,human-gut
4472471.3,370,total_community,Human Microbiome Project (HMP),SRR060363,,19819907,2.67907E-06,2,74652746,terrestrial biome,human-associated habitat,feces,human-gut
4472356.3,377,total_community,Human Microbiome Project (HMP),SRR059910,,19819907,2.67495E-06,2,74767758,terrestrial biome,human-associated habitat,feces,human-gut
4473156.3,381,total_community,Human Microbiome Project (HMP),SRR062011,,19819907,2.53946E-06,2,78756992,terrestrial biome,human-associated habitat,feces,human-gut
4472131.3,362,total_community,Human Microbiome Project (HMP),SRR059345,,19819907,2.4142E-06,2,82843326,terrestrial biome,human-associated habitat,feces,human-gut
4472879.3,758,total_community,Human Microbiome Project (HMP),SRR061439,,19819907,2.40544E-06,1,41572437,terrestrial biome,human-associated habitat,mucus,human-oral
4472498.3,756,total_community,Human Microbiome Project (HMP),SRR060390,,19819907,2.1769E-06,1,45936972,terrestrial biome,human-associated habitat,mucus,human-oral
4472391.3,749,total_community,Human Microbiome Project (HMP),SRR059989,,19819907,2.01992E-06,1,49506942,terrestrial biome,human-associated habitat,mucus,human-oral
4472405.3,373,total_community,Human Microbiome Project (HMP),SRR060003,,19819907,1.74352E-06,2,114710773,terrestrial biome,human-associated habitat,feces,human-gut
4473192.3,759,total_community,Human Microbiome Project (HMP),SRR062047,,19819907,1.73495E-06,1,57638590,terrestrial biome,human-associated habitat,mucus,human-oral
4473423.3,386,total_community,Human Microbiome Project (HMP),SRR062447,,19819907,1.66174E-06,1,60178019,terrestrial biome,human-associated habitat,feces,human-gut
4472432.3,750,total_community,Human Microbiome Project (HMP),SRR060076,,19819907,1.64758E-06,1,60695202,terrestrial biome,human-associated habitat,mucus,human-oral
4473015.3,760,total_community,Human Microbiome Project (HMP),SRR061575,,19819907,1.60385E-06,1,62349846,terrestrial biome,human-associated habitat,mucus,human-oral
4472190.3,387,total_community,Human Microbiome Project (HMP),SRR059416,,19819907,1.57193E-06,1,63616022,terrestrial biome,human-associated habitat,feces,human-gut
4473717.3,366,total_community,Human Microbiome Project (HMP),SRR066421,,19819907,1.47589E-06,2,135511678,terrestrial biome,human-associated habitat,feces,human-gut
4472485.3,748,total_community,Human Microbiome Project (HMP),SRR060377,,19819907,1.39362E-06,1,71755821,terrestrial biome,human-associated habitat,mucus,human-oral
